userWallet,credit_score
0x00000000001accfa9cef68cf5371a23025b6d4b6,6.689890031662776
0x000000000051d07a4fb3bd10121a343d85818da6,13.453761316552104
0x000000000096026fb41fc39f9875d164bd82e2dc,11.631043650451266
0x0000000000e189dd664b9ab08a33c4839953852c,12.725277174676576
0x0000000002032370b971dabd36d72f3e5a7bf1ee,291.7866102763382
0x000000000a38444e0a6e37d3b630d7e855a7cb13,33.03847807902135
0x000000003853fcedcd0355fec98ca3192833f00b,18.65950640898815
0x000000003ce0cf2c037493b1dc087204bd7f713e,380.99822588487143
0x000000007858e6f2668e1e06111cfa24403a5466,11.451361433302864
0x00000001a0f57e850c9db68b4a9bc34677437c5c,4.840214239845142
0x0000000506063a51c6ce59906d8c40f7d7fe92a7,69.05460621210551
0x00000029ff545c86524ade7caf132527707948c4,53.06679619399263
0x00000087c4cebffb95746d1935de7fbcab092f40,208.03886231759108
0x000000e28faa823d5b53ff6c2922c28335840375,262.1114923830706
0x000006eee6e39015cb523aebdd4d0b1855aba682,21.401602071652928
0x00000a9c78912badb92d73b6ed26456e11def5eb,4.828964604584942
0x00001bc47f0973f794f79c16121cee879e272d6a,6.503688078815699
0x00002b503a75998c97508916a74fdb41934fa030,139.23446171905815
0x0000897253cc85f7547317eb2080b36b3255687a,13.764981234352511
0x0000b252c943089fbba5554a1d196ef79bc77e4f,4.71933399412498
0x0000ce08fa224696a819877070bf378e8b131acf,16.68291724414606
0x00010a708585ba4812a1c5976182626c75cb7a6b,36.575645997456
0x00016fc0c9f7620e920e1423fd455f9574f48025,13.319788914170843
0x0002761e848b24046a53d494847b11a3e1d36b09,11.965553509534653
0x00027e45436f11ec8549b7d5e0b86748ee61c13d,5.7464353054162105
0x0003816b25fd3d6c112eb65c089760fa3f791947,16.680275755655448
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5,27.84398147734876
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b,6.704237253503294
0x0003f46779806fe779e7f30eec95dbdb4d45840b,25.456435024951805
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,11.041986868340533
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,14.575692009335631
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,16.37599072685474
0x0005696d4be2359526c497fe4a4c0620b41f2426,16.01115704438838
0x000660cad76200a2e326f53e033919905e6c50f5,4.706931073233086
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,12.002594847981202
0x00080000158a9930aeb508823103b0a977161c47,13.271390866047426
0x00099b1263c22ae2ce0a52624cef2a012e751970,13.032940853237188
0x0009ce45d5df78e632a0b4987079432dfba2253a,11.062410155599503
0x000a27ba176083e4b50177378cbe7469a00dd557,13.845700687604586
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,44.83800331288001
0x000ab43e658935ba39504a1424b01756c1e9644c,11.944080698052394
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,64.20727106422947
0x000c8e2871750f458bf1de8ab528dda09bc95db6,16.614688134850105
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,70.91012122071301
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,18.715943262212487
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,10.198259967865718
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,11.44583106737574
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,18.450448645164705
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,19.665889718641402
0x000e840a3122ec28d0c29321db172375cb049762,22.114585258357252
0x000e9bd1d42999446d60ff60f1fb3afb13604202,30.046214799220664
0x000eab293e332bd6e67018a9150e8807bfac3233,11.989393572219583
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,13.33916001774396
0x000f4432a40560bbff1b581a8b7aded8dab80026,29.106992019149196
0x000f7f22bfc28d940d4b68e13213ab17cf107790,73.78979250734221
0x000f908720f9ce164d90f4fc89459fab4442907f,89.48517188617171
0x000fbfec300959d0f2f327728a889c1f5de8e2df,18.048639049875668
0x0011730224657eb527cf736039854c3a3f140e63,16.286029204184576
0x00120ea6fdbaf057eadc1bd149f957488444e92c,16.589393557676523
